ref_case_min,ref_case_max,mon_case_min,mon_case_max,ref_auprc,mon_auprc,ref_auc,mon_auc,ref_alert_rate,mon_alert_rate,data_drift,perf_drift,retrain_recommended,ks_stat_p_mean,ks_p_p_mean,ks_stat_p_std,ks_p_p_std,ks_stat_hr_mean,ks_p_hr_mean,ks_stat_hr_std,ks_p_hr_std,ks_stat_hr_slope,ks_p_hr_slope,ks_stat_map_mean,ks_p_map_mean,ks_stat_map_std,ks_p_map_std,ks_stat_map_slope,ks_p_map_slope,ks_stat_spo2_mean,ks_p_spo2_mean
41,98,101,185,0.18979825188992616,0.22311612837026237,0.7102865052171051,0.7196356111633362,0.19069212410501193,0.27712253533807507,True,False,True,0.14324143131049183,5.674977892455911e-86,0.02974807003173513,0.00041760282442181314,,,,,,,,,,,,,,
